emotion,content
neutral,"@Lionel_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there"
neutral,Sat alone whilst jay plays on his phone
neutral,@celestialteapot oh dear.
neutral,"Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet"
neutral,Stuck in traffic on the 91 on the way to costa mesa
neutral,misses the seniors
neutral,will be MIA until june 13.. finals
neutral,"Mary, Are you not receiving my texts????"
neutral,"@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote"
neutral,"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
neutral,@tweetvisor what happened to my real-time feed? Now friend feed is just like the Twitter website
neutral,@myfabolouslife y u gotta say all that
neutral,@mileycyrus I can't vote for you  they have stopped the voting
neutral,@therealsavannah  why?
neutral,"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey"
neutral,&quot;I never thought I'd die alone. Another six months I'll be unknown&quot;
neutral,@InsideGaming No flame wars on this weeks episode?
neutral,@SuzzyqOtstyle me too chick
neutral,@Lampplease ew agreed
neutral,Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg
neutral,@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage.
neutral,disappointed she didn't win teh glassez.
neutral,@GDGOfficial  what about England??
neutral,@drewryanscott and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware
neutral,"Just found out my contact form was being dubbed Spam and wasn't forwarding properly. When checked, I had no legit contacts anyway. Double"
neutral,@jcbenge Should have caught you   Damn
neutral,about to go to work at 3
neutral,I really need to update this more.
neutral,moving away
neutral,"@thepinkc Yeah, tried it. No go."
neutral,"@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN"
neutral,"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!"
neutral,has a sore throat
neutral,pulling articles
neutral,Headed back to Pulaski
neutral,"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
neutral,@Marieblue17 Yep.
neutral,"@Lieneve ain't got any at the moment, sorry"
neutral,"@iamfrances nope  i wasn't home went it was on but i will soon,"
neutral,Doctor then work. Hope you bitches have fun at the conditions show without me
neutral,@ELEWW Dood - they've locked down your Vimeo WH video.
neutral,perky purple nail polish isn't as perky when its chipped
neutral,"@partyends talks about @Zlam_Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb's! Wish I could go support!!"
neutral,@AppleInvestor I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out
neutral,Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table
neutral,@goliix story of my life
neutral,I lied have yet to see good looking men
neutral,"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside"
neutral,TGIF!! But I have so much work to do this weekend
neutral,"@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework"
neutral,Now I have no SKy until Monday
neutral,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy
neutral,@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday
neutral,"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud"
neutral,Going to get my blood taken
neutral,Now I have no Sky until Monday
neutral,@darrkwillow sayid could be dead.
neutral,@dhsmith I'm not comfortable with this announcement.
neutral,Went to sleep and there is a power cut in Noida  Power back up not working too
neutral,@RhChestnut .. Guess ol' Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn't get hugged
neutral,"@lisamh77 Concord &amp; Irvine, CA only. That's it for '09."
neutral,I'm at work and I'm still sick and I'm really pissed off about Sunday!!!
neutral,Waiting for Raimi's new horror flick Drag Me To Hell. I'm really excited for this! Too bad it's not in #amcmain in KC
neutral,Daughter has a 45 min orthodontist appt and I forgot my ebook reader
neutral,@dash_cunning I gotta go to my cousin's grad party
neutral,Why do so many ppl on 12 mile have ashy elbows???
neutral,@jsaladino why you come down in sept? that's when i start school
neutral,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want
neutral,dude I have 2 more hours  and I'm all done with my work
neutral,"@drsketchyphilly alas, I am moving   (like where i'm moving too, but the actual moving, ugh) wish I could go too!"
neutral,been driving for 3 hours...very carsick
neutral,@Bob121378 everything okay?
neutral,@AnAmusedFrog you know the .nds torrent file for it? and i am guessing u have gh:mettallica? christine brought it today for the ps3
neutral,Just finished lunch...Subway Eat Fresh.......now gotta go back to work
neutral,"@MissLordy If u don't win u can always roll on my pass lol, I don't have anyone to take"
neutral,4 days of a whole lot of nothing...
neutral,i have perused the #fieldnotes website and it is good.  too bad i must return to work
neutral,I want someone to come over so i can take pictures but no one can
neutral,@itssmarieeee haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend
neutral,I gave up on tumblr because the API isn't pointing to the private account
neutral,"I got to feel the belly, but not the baby."
neutral,Hey u forgot me!
neutral,@SQLSarg sorry about that
neutral,"Have to leave to meet @boriori now. I'm looking forward to seeing him, but I'm so not done what I wanted to. Boo-urns. Wish I was @ work."
neutral,@TRcatanese tx me i have a new fone and i dont have anyones numbers
neutral,i wish i was at the beach already
neutral,Headache
neutral,@Puddynface2 Don't know yet  Lemme know if you come up with something though.
neutral,@Frankmans: and this year I have summer school.
neutral,"looking for my dog, she escaped"
neutral,@roboreese Hulu no work in Canada
neutral,Is Google Maps not working for anyone else?
neutral,God i'm so sleepy today I can barely focus
neutral,"@SteamPowered damn, so many good deals...you guys have a conspiracy to steal all my money"
neutral,@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems
neutral,i hate parents
neutral,didn't know the statue in the Venetian was a real man and screamed so loud everyone laughed
neutral,"@LizzieGrubman have a great time in the Hamptons. Hope it's for some relaxation, not for work"
neutral,"@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain"
neutral,@famouslyalone Me too!    need some tour dates stat!
neutral,@Thorney88 oh and i feel for you getting up at such an unearthly hour
neutral,@allahpundit never a relaxing weekend for the allahpundit
neutral,still on the train goin 2 the southside!
neutral,trying to plan a huge birthday party by myself
neutral,Shoe shopping but out of luck. They don't have a size 5 in anything I want!
neutral,@Nichola_Abdo it was
neutral,"May have to work Saturday   I want to just rewrite it properly over the weekend, but bosses may say just get it working now."
neutral,@AboutVetMed
neutral,@mj12982  &quot;Bandwidth Limit Exceeded&quot; on your website
neutral,@rdmagnum guess Ill drive it back nine hours
neutral,Taking care of yucky stuff.
neutral,"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos"
neutral,no internet for a week or longer
neutral,Dreambears were crap compared to their wicked audition
neutral,back from lunch and I just remembered I have to join the daily recap with JB
neutral,"Ok, i've eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!"
neutral,is coming back to Ruston tomorrow
neutral,"in santa clara a long way from hoe, well not that far. it sure seems like it."
neutral,@allymcfly :O she shouldnt judge the song on who wrote it  tell her shes mean haha
neutral,I plead temporary insanity for agreeing to a metric century cycling event tomorrow.
neutral,Going to the airport
neutral,Migraine is fighting its way back from last night.
neutral,@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!
neutral,@7mad He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow
neutral,Just heard good vibrations and i thought of Charlie dying on Lost
neutral,@NiaBassett Iï¿½m good. Wanna get out of the office....
neutral,Peeps! Me blackberry messenger is kwijt..  no pinging :p
neutral,@dylankenney ended up force rebooting.
neutral,@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi
neutral,@TeamDeLo that one has been done already
neutral,Work...
neutral,@heidimontag WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL.
neutral,Just ate way to many chocolate animal crackers
neutral,I don't believe there's anything worse than losing a best friend
neutral,wanna do some sessions with ronnie he da bomb u know?
neutral,"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water"
neutral,Didn't get to hang out with kaitlyn.
neutral,@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right
neutral,@PeterPanik hm... Both of us I guess...
neutral,@clarityxx
neutral,job searching some more
neutral,I have now realized I am not cool enough to ever get a shout out from @trellthms  (this player will not be playing on! hahahah)
neutral,@vyzion360 your not following me  it won't let me dm
neutral,@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine
neutral,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it."
neutral,it always rains right after i get my car washed
neutral,@SheilaRod but but it was funny when I wrote it
neutral,Its so dead
neutral,Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot;do not index&quot; list
neutral,I'm not a fan of all day trainings I Novi. I'm one sleepy girl.
neutral,when do the stars come out??
neutral,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn"
neutral,@Lynsay mine wont turn on
neutral,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
neutral,@marieeeeah yeeaaahh! even though i suck at twittering
neutral,Its cloudy outside
neutral,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!
neutral,acho que vou ver roupinhas goticas  -qqq
neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
neutral,@Flesheater what happened to @sodarnhappy? where did she go?
neutral,"@Kirstyy09xX I didn't see Tuesdays, I was at work"
neutral,@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly
neutral,Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!
neutral,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
neutral,@iconermaddyct I wish I could get twitter to upload my background of M
neutral,@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.
neutral,@cristnabls I totally agree! And there's no way to avoid it
neutral,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
neutral,@microautoe  One more day baby.
neutral,@remiransom i wanted to see that.  enjoy it!
neutral,@leztah The dayem computer  #twpp
neutral,i just found a crack in my baking bowl...milk spilled everywhere
neutral,@jess_lokelani  i have no idea!
neutral,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.
neutral,i miss our walks home together
neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
neutral,@DarkDevilM  what's wrong
neutral,No tourney 'til next weekend =   http://bit.ly/2xDPf
neutral,@DuchessAmy don't cut yourself!!
neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
neutral,Hoping the day gets better now
neutral,Doctor Who has finished
neutral,babysitting kids who won't let me play wii with them
neutral,@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?
neutral,"Boa tarde, chegay"
neutral,@H60DSTABOY yeeeeemp  same time like yesterday
neutral,Work time....
neutral,"@DawnChamberlin no, def rubbish tonight"
neutral,I only have 2 more seasons of X-Files to watch
neutral,Is up way to early for a saturday  though its nearly my weekend!
neutral,Yah me too
neutral,My belly is speaking to me! I need food!
neutral,@FamousRejects OmG U NasTY
neutral,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t"
neutral,I have clocked out for possibly my last time at Northview Middle School.
neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
neutral,Must head back to the office
neutral,im away from the comp....  ill be back later
neutral,@pd1ddee i havent got a call
neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
neutral,back from exmouth
neutral,#bgt not the best song for her
neutral,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
neutral,Same old customer service team member
neutral,@Lint1 No  Have you? And what's your favorite RHCP song?
neutral,"@unscriptable yes, at an upgraded consumption rate, too"
neutral,@tommcfly do you remember my spok-5?
neutral,No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396
neutral,awww bless her. she made me cry
neutral,@skagod69 one of the usual 2.
neutral,@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request
neutral,@emmy_563 'caus eit was school today!!!! I had a big exam...
neutral,good night..have to get up so early tomorrow
neutral,@19fischi75 ok - thats enough!
neutral,@Scath that's a defeatist attitude
neutral,We are checking out and on our way home  I am rwady to be home!
neutral,@gfalcone601 Is It The Bit Where Hollie Started Crying?
neutral,@mitchelmusso dam living in england  x
neutral,"All the cool people I want to find for following today are #English, and I guess the English don't tweet."
neutral,"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop"
neutral,@simplecake Bye.
neutral,Why is looking for girls names easier than looking for boys
neutral,ok bye alex have fun today
neutral,Zac Brown is in Virginia Beach and I'll be in NoVA
neutral,@MashUpNicole I still have an hour.
neutral,Traffic jam outside of chicago. I feel very &quot;office space&quot; right now.
neutral,@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work
neutral,doesn't want to go to work....
neutral,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys
neutral,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..
neutral,@Mollieandme When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!
neutral,HollowbabesHere comes the utter shite #bgt &lt;I completely agree
neutral,Awwwwwww holly
neutral,@ruthnin An expense I could do without at the moment
neutral,"@jcubed1 totally agree, but she always seems to be henpecking John, even before the cheating thing"
neutral,I sure do hope it becomes 4:20 this afternoon ...
neutral,@jessiiemcfly oh but that girl  but AIDAN!
neutral,In an office on a Friday evening
neutral,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won't give me any"
neutral,@erockett89 i wish i was home in bed naked
neutral,4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise
neutral,"@yankeeragu I think they're really good, so that probably damns them to obscurity."
neutral,"@biphenyl I hope you have someone to spell you so you can wander a bit! Man, I feel like signing off Twitter for a couple of days."
neutral,@TiffConnFTW cause theres no party
neutral,@2flutterby  Hang in there! Drink some hot coco
neutral,Tonight is the last Jay Leno late nigt show
neutral,Gotta sleeep am so tired  good night tweeps!
neutral,"Yrbook signing w/ evryone was fun, I'm gna miss evrything"
neutral,Leno's last show tonight.
neutral,on my way to driver's training
neutral,@blackittyblack haha... sorry  she should be in the whole like two people @bohemianchurch follows
neutral,@bobbie_k_2k - Y!360 closing? get out!
neutral,@stevico1 Exactly!
neutral,is never around for the sl100 quiz   I want water park tickets waaaa
neutral,Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum
neutral,@mrseb  Mimiron hardmode!
neutral,"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza"
neutral,@JRobertsTWC: Help Jen I had a Monster Energy Drink and now I'm crashing.
neutral,@Twilightish I really hope so
neutral,@ann_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy
neutral,why does everyone sing playback at the Comet
neutral,my car is possessed and won't stop honking at me
neutral,i ate too much ice cream and curly fries
neutral,back home
neutral,"@boredzo I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½"
neutral,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!
neutral,"HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool"
neutral,symphonic I
neutral,@McFreak_ Truetrue  But he's not! xD
neutral,sitting at home watching tv.  soo bored...
neutral,ugh... only 1 3/4th hour and i will be 19...
neutral,Exams are so stressful
neutral,2 more days till half term is over
neutral,Britain's got Torture - Edelcries...
neutral,"Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake."
neutral,@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls
neutral,Annoyed
neutral,"@pro01, @if__fi: ??????? ?? ?? ?? ??????. ? ?? ???, ???? ?? ??? 100 ????, ?? ?? ?? ?? ?????"
neutral,@graceamy I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit
neutral,Well it's not far back to sanity. At least it's not for me.
neutral,off to work..
neutral,I havent ben on here n a while...  sorry but im bac now so hit me hup
neutral,@Critic6881 lady thinks shes watching scrubs... delusional.  shes bailing on our plans
neutral,@Akoha i promised myself i would spread the cards around India...and I only gave someone a deck &amp; then never gave them out
neutral,@thek3sha ???    ?????? - http://bit.ly/nAcK2
neutral,doing chemo
neutral,weblogamo up kardam ama moteasefane baz postesh kootah shod  albate khob chizi nadashtam ke begam
neutral,"Well, she's getting through."
neutral,@adamswifey61208 yes(: but now
neutral,@Shoebuy_News I should have gone
neutral,writing the first &quot;ShowStoppers&quot; entry Just lost an hours work due to server issues
neutral,"@krithin btw, short notice I know, but we're RSVPing no for your party- thanks so much for the invitation, though!  I'm out for 2nite too"
neutral,@wilw It is a sad commentary is it not?
neutral,People who would rather watch a movie then go outside fail at life
neutral,"@tchetelat Not as much as I did with Tweetie. It didn't jive with me, which is why I looked at Tweetie. Can't use either now, no iPhone."
neutral,Back in ATL! ( but I miss ny  ) what's up with tonight tho?!?let meeeee know!
neutral,@ohmyseven @valerie2776 I don't have a subject line on my phone...  just normal texts.
neutral,I wish I could be AT work as opposed to being wit the kids cuz it's the hardest job eva
neutral,@IamNewYork nuthin much just gettin ready 2 head bk 2 wrk  n u???
neutral,a headache once again ugh
neutral,@withloverianeee i hav a bet to get a 6 pack in 35 days...im on day 3..it sux
neutral,"@wizzlewolf said:  Patchouli incense burning now...-I love patchouli, DH can't stand it, so none for me"
neutral,"@PaganVixen I was a kid during Tom Baker/Peter Davison. So I'm very much torn between the two. Tennant has been amazing, I'll miss him."
neutral,@heartnsolex3 if its too hard go to ur guy peicing person and he shoud change it cause mine be hard to change to
neutral,Going to the Plum for the Final Happy Hour of JA&amp;G...they are finally closing their doors.
neutral,DAM i wish cElEbs cOuld frikken fOLLow baaaaaaaaaaackkkkkkkk
neutral,"@chrisettefan nm. dang, you on NOW but i gotta bounce in like 4 minutes  i'm just chilling. the usual."
neutral,thanks timmy.  turns out he has strep and a high fever.
neutral,#3wordsaftersex I haven't started
neutral,Change of plans... I have nothing to do tonight  What are you doing?!
neutral,the classes with my students are over  gonna miss them...
neutral,@Corey_Cochran Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...
neutral,@DebsBookNook no.  not this year.
neutral,"@FoxxFiles don't 4get Gina Thomas! (@iamdiddy the things u do, keep artist running from U) she's a corrections officer in Jersey now"
neutral,Ugggh. Its so nice out! I don't want to be working with back-up dancers.
neutral,@shaunarawrr_x butbutbuttt he replied to you loads
neutral,@brigwyn work mostly
neutral,@DarrenRuane Hey! It's so funny - I stopped to get a coffee on the way in and spilt half of it in the car!
neutral,@jtypeplus Addictive isn't it. Biz could definately be better! Folks have just slowed down on getting their done.
neutral,"@noobde , Just read an article that buying IP's doesn't necessary mean to get developement teams . Does that mean   ?"
neutral,Goin to work....
neutral,"@xsaydax Boo, on both counts."
neutral,sleepy and tired..i don't want to go to practice
neutral,I'm in class right now  1 more week of school.
neutral,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...
neutral,My apologies for the very impersonal #FF. Swamped today  All great people and great follows though. You can't go wrong with those folks!
neutral,Maybe I should go see the other 4 movies as matinee's this week. I don't go in until 4pm as it's my night shift week coming up.
neutral,@James_Young Iv Only Got Two Twitters On Here !!
neutral,@GogDog I had sent you an e-mail
neutral,@Prophet1958 Hey it's that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!
neutral,Hoping everyone is safe frm the purge that is supposedly happening at work right now.
neutral,http://twitpic.com/67f8o - Making the treck from lafayette to batonrouge solo.
neutral,Oh dear  #bgt
neutral,#bgt Can't watch anymore
neutral,"Gonna go round up some DVDs to sell...  I will miss them, but I need money!"
neutral,Traffic is down to a crawl on I-94 right now.
neutral,"@lizzieIsCool meh, i feel fine now, it was crazy 10 minute sickness session, but now i'm hungry again"
neutral,Not to mention hw fat ima get frm wrk n here.
neutral,"@mckenzie15 yeah, we get out june 4th...  blahhh (yet another reason the south is better!)"
neutral,@chrisettefan yep. gotta go  man! i'll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~
neutral,"@fishcraik Yes, its a common thing. Don't you remember? I promised you and Nic i wouldn't stress online  Clearly not kept"
neutral,@comedy_dave meany
neutral,@scooterwastaken i think i have mine in hangers in the closet
neutral,@TwentyFour  what I said!    I'll have to think about it and try again!
neutral,ROFL.. okay I dont know. but Kristin still isnt here
neutral,@tayezzy public bathrooms
neutral,@cameronmoll none of the above? there is no none of the above option.
neutral,"@ThadMcCotter U were great, as always. But, can't we do an east Germany on noko? Or at least provoke them &amp; then go in 4 the kill."
neutral,"@equaliser You can create GPX files from gmaps-pedometer,its a 3rd party link.I had errors with #chrome &amp; #ie7 so far"
neutral,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent"
neutral,@MikeGrace Yeah we actually went in the room they were at. I just didn't look under the counter where they were
neutral,the kids are going to see up without me.
neutral,thinks someone may have keyed her car.  Big scratches on the hood.
neutral,It does! Lol but i have none
neutral,@compassandcoin you are not alone
neutral,Finishing up my last Friday at Olive Crest
neutral,@paulmjohnston Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages
neutral,@kimmyownsyou @bkmaarten They don't do car audio
neutral,I want an iPhone &lt;33333
neutral,arrg - i've been trying to upload my picture...darn thing won't let me
neutral,"@sanazj I dunno, I have tried it in various forms and nothing, can't really like it  my dislike of cheese is an enigma to me"
neutral,Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's persist
neutral,"@eincline that's me right now, all I can do is stare at everyone else working on thier laptops"
neutral,just when i get the music to start playing..i clicked &quot;home&quot;
neutral,Raining again
neutral,Going to settle down and watch Sisterhood Of The Traveling Pants 2. Just had a two Mars Bars  but YUM!
neutral,@mikeconaty i know the feeling.
neutral,@epicturtle i hope they can figure it out.
neutral,I get the feeling @kris0614 is going to make me wait until I get home to tell me I'm denied vittles from BWW.
neutral,@moonfrye My plans for the weekend include working on a paper and driving my guy 2 the airport. Won't see him for 3 wks.
neutral,"@foilplay un cross them please..I was planning on buying a lambo this summer, next stop,, pitsvillle baby...=people carrier"
neutral,@Ashleys4 me too
neutral,@Cakez01 YA I JUST GOT A TWITT FROM SOMEBODY SAYIN IT LOOKS LIKE ITS GONNA RAIN OUT HERE ON THE WEST COAST..I AINT BEEN OUTSIDE YET.
neutral,Guus's last game 2moz
neutral,Another day @ Casino de Montreal
neutral,"ftsk (L) haven't listened to them in a while. so fucking pissed off my with so called 'friends', can't wait to leave this shitty school"
neutral,@kafryn i cant
neutral,I want to watch the movie &quot;Up&quot; but no one wants to watch it with me
neutral,"@DChi606 Sadly, all I have is the Stanley Steemer 800 number."
neutral,Not going to the dance recital and now i feel like a piece of shit cuz it cost so much money
neutral,woken up by mum. work
neutral,@Rysherd yes! My co-workers don't go to bars with me
neutral,In Yucaipa. Gonna watch the game alone or what
neutral,Sad news - Young Quinland Building's white-gloved elevator operator has retired   http://tinyurl.com/ne6mlu
neutral,Just got back from school! Ugh I don't want to go to the dance tonight
neutral,@Geeblink A eu fiz de chocolate
neutral,i tried calling work 5 times and they wont answer
neutral,"@dollyblowflake Hi there.  I agree!  Small children should be running about happy, not breaking down in tears"
neutral,@ the office craving ice cream
neutral,There's Only One Thing I Hate About Friends And Dats When They Move Skl They Forget About Yuu
neutral,Last scheduled corn dog oc shift
neutral,Its so obvious Holly will go thru on the public vote straight away.. SOOO obvious.  Then Aidan and Greg for judges but neither should go
neutral,@Timothy_Carroll i want a marty mcflyy t-shirt.
neutral,"@nicole531 http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn't here"
neutral,@WeAreBrave  not
neutral,Fractured growth plate doesn't mix well with the upcoming dance recital for 12yr old.    Does anybody want to buy a costume...or six? GAH!
neutral,Would like some Nutella. None to be had
neutral,@radioclash Ich will auch zu Pinkpop
neutral,@oyfreakinvey ME TOO UGH
neutral,"@Antonisha man those people are hard to reach, I've been stalking H.R."
neutral,It's raining at seaworld
neutral,People eight years my junior can't understand most of my references
neutral,@steff_blehh where i do not see you steff  what time are you on it ?.
neutral,@mcraddictal
neutral,@egsa no plan currently
neutral,@EllabellCullen3 I can't. I'm on my iPod and it doesn't have IM
neutral,@Blo0dsta1ned i know my mom is going up there monday with me to get it changed. i'm so upset
neutral,@ChickenStudios i dont know
neutral,nothin to do
neutral,@TheRealKristi Many miles of driving today. No time to twitter
neutral,@noland_fam lol it's coming up too  probably mid june early julyish???
neutral,@opium_war  &lt;3?
neutral,"Thats it, its the end. Tears for Fears vs Eric Prydz, DJ Hero   http://bit.ly/2Hpbg4"
neutral,Im on my way to brookings
neutral,"Changing to work,."
neutral,"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6"
neutral,"aidan, please"
neutral,"Back at home,11 hours till work"
neutral,@Rougite nop  uso grooveshark pero muy informal ni user tengo
neutral,@donnanorgren: Oh its begun long before this!
neutral,"#BGT DCD Seniors were good, but not good enough."
neutral,The Vogue model Miss Rachel is out  Merh ...
neutral,@hauntyou Umm..ok..just don't start cats on fire..  ...promise
neutral,Ugh 3 more hours
neutral,@oyfreakinvey rofl
neutral,"You know for a short week, it certainly dragged"
neutral,@smashingpumpkin http://twitpic.com/67h72 -
neutral,http://twitpic.com/67hac - My besties. If only @ddlovato was there.
neutral,I am so full.. And I haven't even eaten my meal yet
neutral,@tameshad I'll be sure to call you soon! btw Masita leaves tomorrow
neutral,@damohopo but thats 7 weeks away  Im sure we got by only tweeting at night before?
neutral,@monsterchew thanks! Will check next time I'm in Target. It's over an hour away
neutral,in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!
neutral,@Kevinchinart But I really want a Sporebat pet.
neutral,The @Jonasbrothers 3d movie was amazing but a little to short  i wanted more!!
neutral,"@Nettofabulous red top tabloids, build em up, knock em down"
neutral,thanks do the invite though
neutral,Poor @extralife.  The flowers are fornicating with HIS nose now.    @missiondeep
neutral,@roxxy89 nah is next week honey ma fault for confusin u
neutral,"@KevFP yeah i think it just depends on what you're doing with it, but at least im getting it for free  ill miss my sk though"
neutral,@amberlily
neutral,@BpTheProducer without me
neutral,@Jonasbrothers you guys didn't say hi or answer my questions yesterday  but nice songs.
neutral,Ummmmm now im all alone at mcalisters
neutral,@nayia37 Everything is lousy
neutral,@QuindaS  your right.... How was your trip
neutral,Laina has her recital tonight. Not going but going to the second one tomorrow. Home all alone
neutral,Arg Exile still has that problem with Alt-Tabbing
neutral,@soozafritz I'm bored too  I have got NOTHING to do.
neutral,please?
neutral,@JayLenoTonight Good luck tonight on the big finale show!
neutral,My brother is planning on moving to vietnam and staying there forever..
